0, 0, 226, 239, 233
0, 1, 226, 239, 233
0, 2, 226, 239, 233
0, 3, 226, 239, 233
0, 4, 226, 238, 234
0, 5, 226, 238, 234
0, 6, 226, 238, 234
0, 7, 226, 238, 234
0, 8, 226, 238, 236
0, 9, 226, 238, 236
0, 10, 224, 239, 234
0, 11, 224, 239, 234
0, 12, 224, 239, 234
0, 13, 225, 240, 235
0, 14, 225, 240, 235
0, 15, 225, 240, 235
0, 16, 225, 240, 235
0, 17, 225, 240, 235
0, 18, 225, 240, 235
0, 19, 225, 240, 235
0, 20, 224, 239, 234
0, 21, 224, 239, 234
0, 22, 224, 240, 233
0, 23, 224, 240, 233
0, 24, 224, 240, 233
0, 25, 224, 240, 233
0, 26, 223, 241, 231
0, 27, 223, 241, 231
0, 28, 224, 240, 233
0, 29, 224, 240, 233
0, 30, 226, 241, 224
0, 31, 226, 241, 224
0, 32, 228, 242, 213
0, 33, 228, 242, 213
0, 34, 231, 243, 202
0, 35, 231, 243, 202
0, 36, 234, 245, 191
0, 37, 234, 245, 191
0, 38, 235, 246, 180
0, 39, 234, 245, 179
0, 40, 236, 248, 168
0, 41, 236, 248, 168
0, 42, 240, 247, 155
0, 43, 240, 247, 155
0, 44, 241, 250, 139
0, 45, 241, 250, 139
0, 46, 245, 249, 128
0, 47, 245, 249, 128
0, 48, 249, 251, 120
0, 49, 249, 251, 120
0, 50, 252, 251, 113
0, 51, 252, 251, 113
0, 52, 254, 247, 108
0, 53, 253, 246, 107
0, 54, 252, 246, 96
0, 55, 251, 245, 95
0, 56, 252, 245, 83
0, 57, 250, 243, 81
0, 58, 249, 243, 71
0, 59, 248, 242, 70
0, 60, 248, 241, 66
0, 61, 248, 241, 66
0, 62, 250, 241, 66
0, 63, 249, 240, 65
0, 64, 251, 238, 63
0, 65, 250, 237, 62
0, 66, 251, 236, 59
0, 67, 250, 235, 58
0, 68, 253, 232, 55
0, 69, 252, 231, 54
0, 70, 255, 230, 54
0, 71, 254, 229, 53
0, 72, 255, 227, 52
0, 73, 255, 226, 51
0, 74, 255, 226, 48
0, 75, 255, 226, 48
0, 76, 255, 225, 47
0, 77, 254, 224, 46
0, 78, 254, 224, 42
0, 79, 253, 223, 41
0, 80, 252, 222, 40
0, 81, 251, 221, 39
0, 82, 253, 218, 38
0, 83, 251, 216, 36
0, 84, 253, 215, 32
0, 85, 252, 214, 31
0, 86, 252, 210, 29
0, 87, 252, 210, 29
0, 88, 250, 208, 27
0, 89, 249, 207, 26
0, 90, 251, 205, 25
0, 91, 250, 204, 24
0, 92, 249, 204, 21
0, 93, 248, 203, 20
0, 94, 248, 202, 22
0, 95, 248, 202, 22
0, 96, 249, 200, 21
0, 97, 248, 199, 20
0, 98, 248, 199, 20
0, 99, 247, 198, 19
0, 100, 247, 198, 19
0, 101, 246, 197, 18
0, 102, 246, 196, 17
0, 103, 246, 196, 17
0, 104, 245, 195, 16
0, 105, 245, 195, 16
0, 106, 246, 194, 17
0, 107, 246, 194, 17
0, 108, 246, 194, 17
0, 109, 245, 193, 16
0, 110, 247, 192, 16
0, 111, 247, 192, 16
0, 112, 247, 191, 18
0, 113, 247, 191, 18
0, 114, 248, 190, 18
0, 115, 248, 190, 18
0, 116, 248, 190, 18
0, 117, 248, 190, 18
0, 118, 250, 190, 18
0, 119, 250, 190, 18
0, 120, 250, 190, 18
0, 121, 249, 189, 17
0, 122, 248, 188, 16
0, 123, 247, 187, 15
0, 124, 246, 186, 14
0, 125, 246, 186, 14
0, 126, 245, 185, 13
0, 127, 245, 185, 13
0, 128, 245, 185, 13
0, 129, 246, 186, 14
0, 130, 245, 185, 13
0, 131, 245, 185, 13
0, 132, 245, 183, 14
0, 133, 245, 183, 14
0, 134, 245, 181, 13
0, 135, 244, 180, 12
0, 136, 245, 179, 9
0, 137, 245, 179, 9
0, 138, 245, 177, 8
0, 139, 244, 176, 7
0, 140, 245, 174, 8
0, 141, 244, 173, 7
0, 142, 245, 171, 8
0, 143, 245, 171, 8
0, 144, 247, 168, 7
0, 145, 246, 167, 6
0, 146, 247, 165, 8
0, 147, 245, 163, 6
0, 148, 246, 159, 9
0, 149, 245, 158, 8
0, 150, 243, 155, 11
0, 151, 243, 155, 11
0, 152, 244, 153, 10
0, 153, 243, 152, 9
0, 154, 245, 149, 13
0, 155, 244, 148, 12
0, 156, 244, 145, 17
0, 157, 242, 143, 15
0, 158, 244, 138, 18
0, 159, 242, 136, 16
0, 160, 241, 135, 19
0, 161, 241, 135, 19
0, 162, 241, 131, 22
0, 163, 240, 130, 21
0, 164, 240, 128, 24
0, 165, 239, 127, 23
0, 166, 240, 125, 26
0, 167, 239, 124, 25
0, 168, 241, 121, 29
0, 169, 240, 120, 28
0, 170, 243, 120, 31
0, 171, 243, 120, 31
0, 172, 244, 118, 33
0, 173, 243, 117, 32
0, 174, 242, 116, 33
0, 175, 242, 116, 33
0, 176, 242, 114, 32
0, 177, 242, 114, 32
0, 178, 241, 113, 32
0, 179, 241, 113, 32
0, 180, 242, 114, 32
0, 181, 241, 113, 31
0, 182, 243, 113, 31
0, 183, 242, 112, 30
0, 184, 242, 112, 31
0, 185, 243, 113, 32
0, 186, 243, 113, 32
0, 187, 244, 114, 33
0, 188, 245, 113, 33
0, 189, 245, 113, 33
0, 190, 246, 114, 34
0, 191, 246, 114, 34
0, 192, 245, 113, 33
0, 193, 245, 113, 33
0, 194, 244, 111, 34
0, 195, 244, 111, 34
0, 196, 244, 111, 34
0, 197, 244, 111, 34
0, 198, 244, 111, 34
0, 199, 244, 111, 34
0, 200, 243, 110, 33
0, 201, 244, 111, 34
0, 202, 244, 111, 34
0, 203, 244, 111, 34
0, 204, 244, 111, 36
0, 205, 244, 111, 36
0, 206, 243, 110, 35
0, 207, 244, 111, 36
0, 208, 244, 111, 36
0, 209, 244, 111, 36
0, 210, 244, 111, 36
0, 211, 243, 110, 35
0, 212, 242, 109, 36
0, 213, 242, 109, 36
0, 214, 242, 109, 36
0, 215, 242, 109, 36
0, 216, 241, 108, 35
0, 217, 240, 107, 34
0, 218, 242, 105, 36
0, 219, 243, 106, 37
0, 220, 244, 106, 38
0, 221, 242, 104, 36
0, 222, 243, 101, 39
0, 223, 243, 101, 39
0, 224, 242, 99, 43
0, 225, 240, 97, 41
0, 226, 238, 94, 44
0, 227, 238, 94, 44
0, 228, 238, 93, 50
0, 229, 236, 91, 48
0, 230, 236, 90, 53
0, 231, 234, 88, 51
0, 232, 233, 87, 54
0, 233, 233, 87, 54
0, 234, 233, 84, 54
0, 235, 232, 83, 53
0, 236, 232, 83, 55
0, 237, 231, 82, 54
0, 238, 231, 82, 54
0, 239, 230, 81, 53
0, 240, 230, 81, 55
0, 241, 231, 82, 56
0, 242, 232, 82, 59
0, 243, 231, 81, 58
0, 244, 231, 78, 60
0, 245, 230, 77, 59
0, 246, 230, 77, 61
0, 247, 230, 77, 61
0, 248, 229, 76, 62
0, 249, 227, 74, 60
0, 250, 227, 73, 62
0, 251, 226, 72, 61
0, 252, 227, 71, 60
0, 253, 227, 71, 60
0, 254, 226, 70, 59
0, 255, 226, 70, 59
0, 256, 225, 69, 59
0, 257, 225, 69, 59
0, 258, 225, 69, 61
0, 259, 225, 69, 61
0, 260, 225, 68, 65
0, 261, 225, 68, 65
0, 262, 225, 68, 66
0, 263, 225, 68, 66
0, 264, 224, 66, 69
0, 265, 223, 65, 68
0, 266, 223, 64, 72
0, 267, 222, 63, 71
0, 268, 221, 62, 73
0, 269, 221, 62, 73
0, 270, 221, 61, 75
0, 271, 221, 61, 75
0, 272, 221, 61, 78
0, 273, 220, 60, 77
0, 274, 220, 59, 79
0, 275, 219, 58, 78
0, 276, 219, 58, 80
0, 277, 218, 57, 79
0, 278, 218, 57, 81
0, 279, 217, 56, 80
0, 280, 217, 56, 80
0, 281, 217, 56, 80
0, 282, 216, 54, 82
0, 283, 216, 54, 82
0, 284, 215, 53, 83
0, 285, 212, 50, 80
0, 286, 214, 49, 86
0, 287, 213, 48, 85
0, 288, 213, 47, 87
0, 289, 213, 47, 87
0, 290, 213, 47, 89
0, 291, 213, 47, 89
0, 292, 213, 47, 91
0, 293, 213, 47, 91
0, 294, 212, 45, 91
0, 295, 212, 45, 91
0, 296, 211, 44, 92
0, 297, 210, 43, 91
0, 298, 210, 42, 93
0, 299, 209, 41, 92
0, 300, 209, 41, 96
0, 301, 208, 40, 95
0, 302, 207, 38, 95
0, 303, 207, 38, 95
0, 304, 207, 38, 99
0, 305, 206, 37, 98
0, 306, 205, 35, 99
0, 307, 205, 35, 99
0, 308, 203, 33, 100
0, 309, 203, 33, 100
0, 310, 202, 31, 103
0, 311, 202, 31, 103
0, 312, 200, 31, 103
0, 313, 200, 31, 103
0, 314, 199, 29, 106
0, 315, 198, 28, 105
0, 316, 198, 27, 109
0, 317, 197, 26, 108
0, 318, 197, 26, 111
0, 319, 197, 26, 111
0, 320, 196, 24, 112
0, 321, 196, 24, 112
0, 322, 195, 23, 114
0, 323, 195, 23, 114
0, 324, 194, 21, 115
0, 325, 193, 20, 114
0, 326, 192, 19, 115
